Název vysoké školy,Rezortní identifikátor,Název fakulty nebo pracoviště,Název studijního programu,Kód studijního programu,Název studijního oboru,Kód studijního oboru,Počet absolventů v rámci Královéhradeckého kraje za rok 2022,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,,,6,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS62,62,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 1. stupeň základní školy,7503T047,66,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS63,63,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň základních škol - anglický jazyk a literatura,7503T160,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS64,64,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň základních škol - ruský jazyk a literatura,7503T164,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS65,65,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - anglický jazyk,7503T063,10,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS66,66,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - biologie,7503T064,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS67,67,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - biologie,7503T064,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS68,68,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - český jazyk,7503T065,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS69,69,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - dějepis,7503T066,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS70,70,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - francouzský jazyk,7503T067,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS71,71,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - fyzika,7503T068,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS72,72,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - hudební výchova,7503T069,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS73,73,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - hudební výchova,7503T069,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS74,74,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - informatika,7503T071,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS75,75,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - matematika,7503T072,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS76,76,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - německý jazyk,7503T073,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS77,77,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - občanská nauka,7503T074,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS78,78,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - ruský jazyk,7503T075,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS79,79,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro ZUŠ – hra na nástroj a sólový zpěv,N0114A300050,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS80,80,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Vychovatelství,B7505,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS81,81,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Vychovatelství,B7505,Pedagogika volného času se zaměřením na tělesnou výchovu a sport,7505R019,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS82,82,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Výtvarná tvorba se zaměřením na vzdělávání,B0114A300057,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS83,83,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18440,Pedagogická fakulta,Základy techniky se zaměřením na vzdělávání,B0114A300056,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS84,84,1761823.68036992,6482639.46982209
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,B1802,,,61,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS85,85,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,N1802,,,33,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS86,86,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,P1802,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS87,87,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,B1802,Aplikovaná informatika,1802R001,61,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS88,88,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,N1802,Aplikovaná informatika,1802T001,33,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS89,89,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,P1802,Aplikovaná informatika,1802V001,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS90,90,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B0413A050021,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS91,91,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B6208,,,77,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS92,92,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B6208,Finanční management,6208R113,37,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS93,93,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B6208,Management cestovního ruchu,6501R012,40,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS94,94,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Informační management,B0688A140001,,,33,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS95,95,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Informační management,N0688A140001,,,59,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS96,96,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Information Management,B0688A140002,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS97,97,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,B6209,,,18,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS98,98,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,N6209,,,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS99,99,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,P6209,,,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS100,100,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,P6209,Informační a znalostní management,6209V014,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS101,101,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,B6209,Informační management,6209R015,18,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS102,102,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,N6209,Informační management,6209T015,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS103,103,1762120.74756305,6481732.46628527
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,B0222A120009,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS104,104,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,B7109,,,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS105,105,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,N7109,,,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS106,106,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,P7109,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS107,107,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,B7109,Archeologie,7105R001,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS108,108,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,N7109,Archeologie,7105T001,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS109,109,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,P7109,Archeologie,7105V001,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS110,110,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,B6101,,,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS111,111,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,N0223A100001,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS112,112,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,N6101,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS113,113,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,P6101,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS114,114,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,P6101,,xxxxxxxx,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS115,115,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,N6101,Filozofie,6101T004,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS116,116,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Filozofie,B6101,Filozofie a společenské vědy,6101R029,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS117,117,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,B0222A120001,,,10,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS118,118,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,B7105,,,14,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS119,119,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,N7105,,,12,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS120,120,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,P7105,,,6,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS121,121,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,N7105,Archivnictví,7105T005,9,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS122,122,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,P7105,Archivnictví,7105V005,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS123,123,1761803.20871556,6482708.71624887
Univerzita  Hradec Králové,18460,Filozofická fakulta,Historické vědy,B7105,Archivnictví - historie,7105R052,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS124,124,1761803.20871556,6482708.71624887
